"X1","X2","distribution"
0.0905168034730722,0.069093516420326,"N"
0.131421664712707,0.636831264136332,"N"
1.16119844238766,0.635125445164313,"N"
0.506587278001908,-0.737076494052278,"N"
0.0380420453619155,-0.349720601034921,"N"
-0.927371720931391,0.508767223656932,"N"
-0.738907701783996,-0.0169362790081587,"N"
-0.238054362353901,-0.908764812658267,"N"
0.835567605402977,-1.2457589631914,"N"
0.623705919317842,-0.142930976511034,"N"
0.151156156990411,-0.620251072220761,"N"
-1.24575336453418,0.745573503771534,"N"
0.419778178945016,0.87513934318435,"N"
-1.94219960001186,-0.877182094854733,"N"
-0.175229110358439,-1.59730892165761,"N"
-1.63425077509398,0.708633377005178,"N"
-0.0267203266821737,-0.0893193490038531,"N"
0.412279700856152,-0.817155807529366,"N"
0.209503191029932,0.819428706158539,"N"
0.763057305548521,-0.965809684678423,"N"
-0.0148471659353889,-0.448677125014809,"N"
-2.52948188792613,-2.3257737868986,"N"
-2.00215889256612,0.555044504920155,"N"
0.841506478397864,-1.09627739031247,"N"
-1.34638596135133,0.258763261018035,"N"
-0.0867360861378724,-0.314139334846629,"N"
-0.48294592791539,0.500239150552993,"N"
0.113180298686932,1.31471443286904,"N"
2.93975971654099,-0.329473997838944,"N"
0.499624362397277,0.152081881280397,"N"
0.00511798207524577,0.922454541749476,"N"
1.7089033684623,-0.657798295419465,"N"
-1.51265738760701,-0.377242407828077,"N"
1.20688690902815,-0.336319134416748,"N"
1.05371655443704,1.76186723653428,"N"
-0.70394479664228,0.809436420421492,"N"
-0.784528285852643,0.251565523673684,"N"
-0.915329350820815,-0.599061007730383,"N"
0.386927989577968,-1.17213870251432,"N"
-0.553357221475938,2.87791769215792,"N"
-0.831558307631811,-1.01224378453251,"N"
0.650358383869333,-0.359335591138893,"N"
0.639634413608182,-0.177904761088476,"N"
-0.994834361517473,0.586811885121436,"N"
1.01165310837687,-0.101428524463976,"N"
-0.213016700027405,-0.142633542293208,"N"
-0.159215727936863,0.478832019994749,"N"
-0.0297795969107216,0.251638348822492,"N"
0.140243654171387,0.0714987096964496,"N"
-1.04223327703763,1.00074222774937,"N"
0.627189219891549,-0.799345044697715,"N"
0.132548984062341,0.216327802048762,"N"
-0.909593386743882,1.49902007802337,"N"
0.119746844859667,2.17957429062453,"N"
0.0574657313328669,1.22438216791537,"N"
1.74458835928074,-0.721009554740454,"N"
0.493748662235371,0.580455178540836,"N"
1.64140876294428,0.956124200248307,"N"
-0.0746630673095631,-1.34407916742898,"N"
1.02216137818388,1.25298174669097,"N"
-0.323952830360586,1.00589975092506,"N"
-0.791167032749091,0.631055130951637,"N"
-0.970327203147235,0.797996496298861,"N"
0.455543363565414,-0.422763896486766,"N"
-1.65232900543082,-0.646558355433291,"N"
-1.08842118130405,-0.26826859845504,"N"
-0.530798956023925,0.26337197006172,"N"
-0.370577295964577,1.18058989294081,"N"
0.707699902511255,-0.98772994819885,"N"
1.04075670995411,0.108327092317305,"N"
2.33225106010981,0.311093158695079,"N"
0.246300252654287,-0.224492643605761,"N"
-0.681494646150306,-2.04798830773666,"N"
-0.721669934580232,-0.149332747657715,"N"
-0.22196206949406,0.520297831695112,"N"
1.36546412905099,0.168355609616294,"N"
-0.467149415004411,1.0516907296251,"N"
0.283878800283421,-1.52897210463723,"N"
2.70363286068865,0.835270429920384,"N"
-1.38867293608747,-1.05844250721602,"N"
-0.0741153570218875,0.354281052082939,"N"
0.151277576898241,-0.237814165070849,"N"
-1.14792080916159,0.292626641237568,"N"
-0.76978741545014,0.46644849840853,"N"
-1.39455194739937,0.12218464123218,"N"
-0.216186986858936,-1.30596152108695,"N"
-0.797399081335811,-0.718737028131001,"N"
0.462287559722737,0.574567775779325,"N"
-0.580272115959577,-0.479389058933339,"N"
-0.361792709279356,1.17749750082199,"N"
-1.19614867636534,-1.47546112267508,"N"
0.599657711640084,-0.208088737151898,"N"
-0.532515356229293,1.54588851624399,"N"
-0.0649365532013069,-0.32279210790061,"N"
3.22059464181211,-0.480468960663943,"N"
-0.463577160138546,2.35902118440236,"N"
0.226453898211559,-0.972550738986094,"N"
-0.673536824090032,-0.523103283665016,"N"
1.85191129785272,-0.783593167253656,"N"
0.67991613437214,-0.352603698042885,"N"
0.971559192666454,-0.948311651319227,"N"
2.26931277045616,-0.130214905346975,"N"
1.32693277197526,0.301630652667098,"N"
0.67247734995821,1.3012884342984,"N"
-1.19623691274745,0.626541509369593,"N"
1.37487404222165,0.489839863261965,"N"
0.0776648866303945,0.0402094868874752,"N"
0.382900035186781,1.14316619248485,"N"
0.977384033520829,1.93847973427151,"N"
0.394649285614094,-1.56962077949462,"N"
-0.236209347395004,-0.931806350027441,"N"
-1.79449200526204,1.11629934387236,"N"
2.27845987766013,0.42697976279865,"N"
0.667952137249955,0.0878696750733739,"N"
0.236237123888576,1.04288704551895,"N"
-0.837773296620968,-0.318507816440657,"N"
-1.61173176000797,-0.15106635559515,"N"
0.105407045780796,-0.803308095278029,"N"
-1.15611378615361,0.0681191502816716,"N"
1.53624971673082,1.11354842041543,"N"
-0.580741733298285,1.39878412387113,"N"
2.37396075987402,0.878569931876887,"N"
-0.457306961832494,-0.209607529308577,"N"
-1.43305950737767,0.019760383394601,"N"
1.09360807040112,-0.413949634504328,"N"
0.35954484186118,0.905417768222441,"N"
0.071234329779473,-0.800457686102678,"N"
0.275612340284217,-1.12644855673063,"N"
-0.750587220384807,1.43182294796557,"N"
-0.0384991040684865,-0.525419367738405,"N"
-1.90105815713168,0.646452684032675,"N"
-1.03707451181239,-1.70026690862643,"N"
-0.660284804662386,-0.171784715885999,"N"
-0.907682099205506,-0.774691820931356,"N"
-1.43149364767599,0.273526639049712,"N"
-0.594160167370668,-0.161800051216318,"N"
0.0956460622790766,0.55697489007441,"N"
-0.497428007683013,0.00932726084998368,"N"
-0.163905074727416,-3.81853777613657,"N"
0.963135504347467,0.239555785689923,"N"
-0.329790935286671,0.804975010653695,"N"
1.64487283785592,0.751018207075741,"N"
-0.901241034733745,-0.640290615637607,"N"
-0.922948249389141,1.06485065486865,"N"
0.455626015614616,-0.562701074082584,"N"
-0.45865771349544,-0.801450958374326,"N"
0.163499141378487,-2.11723053478451,"N"
0.735431929647756,-0.497211932676064,"N"
-1.28258773459559,-1.12952479133657,"N"
-0.296729674609779,0.865953447564846,"N"
1.48962126068731,-0.735475345504367,"N"
-0.219303134531829,-0.867518397893729,"N"
0.357666492267089,-0.481164321698627,"N"
-1.83395930122615,0.185835002485397,"N"
2.34998430211205,-0.954544109379551,"N"
-0.537292597779255,1.35083955279588,"N"
0.909331540732883,1.09613688920852,"N"
0.593779305409479,-1.08059458469772,"N"
1.1840247736568,0.558676180136237,"N"
1.60125281677939,-1.01062006401316,"N"
0.913104353002421,0.750792442260312,"N"
-0.112872295432397,-0.312431258610124,"N"
-1.41222842185822,-0.0935833993525069,"N"
-1.13973913824692,0.432822129230332,"N"
0.960554451965297,0.413673522271407,"N"
-0.274905236487481,0.943069630546084,"N"
-0.21156415647427,-1.2209000645347,"N"
0.50757944975757,-1.82482034309595,"N"
0.251946155166163,-2.24231251838264,"N"
1.47550975997847,-0.693170254879066,"N"
-0.749777258508003,0.524480948487996,"N"
0.508127933335492,1.8202523126686,"N"
-0.642842224755968,1.08034300625702,"N"
1.68462059340467,0.556231201181668,"N"
0.231743459574271,-0.269696990691052,"N"
1.26134491411404,0.929051206561705,"N"
1.18529960145705,0.497202917901983,"N"
3.38076327903647,1.81032032190388,"N"
-0.419244245339944,-0.366049849057669,"N"
0.347608919294822,-1.03187370887271,"N"
-0.504278044051348,-0.931542722196739,"N"
-0.995627198758313,0.370485807912231,"N"
